episode,stage,stage_name,task,success,first_seen,expected_repeat,post_recovery,wall_ms,planner_ms,consolidation_ms,executor_ms,cpu_user_ms,cpu_sys_ms,rss_kb,read_bytes,write_bytes,semantic,recovery,repair,structural_change,permanent_words,provisional_words,structure_bytes,uniform
174,2,connected_alpha,connected_17,1,0,1,0,0.386097,0.033026,0.000138,0.352744,0.000000,0.383000,5032,0,4096,1,0,0,0,14,20,2237,1
175,2,connected_alpha,connected_18,1,0,1,0,2.403635,0.032830,0.000240,2.370383,0.000000,0.473000,5032,0,4096,1,0,0,0,14,20,2246,1
176,2,connected_alpha,connected_19,1,0,1,0,0.782528,0.070315,0.000243,0.711752,0.318000,0.342000,5032,0,4096,1,0,0,0,14,20,2243,1
177,2,connected_alpha,connected_20,1,0,1,0,11.709705,0.033459,0.000444,11.675595,0.000000,12.115000,5032,0,4096,1,0,0,0,14,20,2241,1
178,2,connected_alpha,connected_21,1,0,1,0,0.380445,0.083692,0.000262,0.296303,0.000000,0.378000,5032,0,4096,1,0,0,0,14,20,2236,1
179,2,connected_alpha,connected_22,1,0,1,0,0.284793,0.066369,0.000179,0.218027,0.314000,0.000000,5032,0,4096,1,0,0,0,14,20,2234,1
180,2,connected_alpha,connected_23,1,0,1,0,2.385670,0.032570,0.000222,2.352679,0.336000,0.000000,5032,0,4096,1,0,0,0,14,20,2239,1
181,3,compositional_beta,beta_000,1,1,0,0,3.619774,0.273987,3.247704,0.097811,3.648000,0.000000,5032,0,4096,1,0,0,1,14,20,2251,1
182,3,compositional_beta,beta_001,1,1,0,0,3.274142,0.151212,2.763649,0.359033,3.171000,0.000000,5032,0,4096,1,0,0,1,14,20,2260,1
183,3,compositional_beta,beta_002,1,1,0,0,2.071389,0.111903,1.762883,0.196395,2.092000,0.000000,5032,0,4096,2,0,0,2,14,19,2260,1
184,3,compositional_beta,beta_003,1,1,0,0,3.949942,0.081796,3.790521,0.077348,3.976000,0.000000,5032,0,4096,1,0,0,2,14,20,2267,1
185,3,compositional_beta,beta_004,1,1,0,0,16.168636,0.076699,3.696506,12.395196,15.322000,1.698000,5032,0,4096,1,0,0,2,14,19,2276,1
186,3,compositional_beta,beta_005,1,1,0,0,4.967654,0.315335,3.853001,0.799079,4.409000,0.583000,5048,0,4096,1,0,0,2,14,20,2290,1
187,3,compositional_beta,beta_006,1,1,0,0,4.957588,0.190611,2.473249,2.293511,2.901000,0.000000,5048,0,4096,3,0,0,2,14,19,2326,1
188,3,compositional_beta,beta_007,1,1,0,0,4.046743,0.081200,3.883388,0.081911,4.080000,0.000000,5048,0,4096,1,0,0,4,15,18,2327,1
189,3,compositional_beta,beta_008,1,1,0,0,4.528337,0.120288,3.985232,0.422579,4.465000,0.000000,5052,0,4096,1,0,0,2,15,19,2363,1
190,3,compositional_beta,beta_009,1,1,0,0,4.364203,0.086142,4.061986,0.215864,4.388000,0.000000,5056,0,4096,2,0,0,2,15,20,2379,1
191,3,compositional_beta,beta_010,1,1,0,0,4.957252,0.083080,4.802053,0.071893,4.971000,0.000000,5056,0,4096,1,0,0,3,16,20,2405,1
192,3,compositional_beta,beta_011,1,1,0,0,16.952452,0.085949,4.208084,12.658171,10.362000,7.253000,5056,0,4096,1,0,0,1,16,20,2434,1
193,3,compositional_beta,beta_012,1,1,0,0,6.197082,0.482130,5.000129,0.714585,6.211000,0.000000,5080,0,4096,1,0,0,1,16,20,2457,1
194,3,compositional_beta,beta_013,1,1,0,0,6.430044,0.251516,3.884998,2.293297,4.392000,0.000000,5080,0,4096,2,0,0,1,16,20,2461,1
195,3,compositional_beta,beta_014,1,1,0,0,5.096535,0.103719,4.903280,0.089299,5.109000,0.000000,5080,0,4096,1,0,0,1,16,20,2457,1
196,3,compositional_beta,beta_015,1,1,0,0,6.643330,0.103429,6.284817,0.254840,6.661000,0.000000,5080,0,4096,2,0,0,1,16,20,2487,1
197,3,compositional_beta,beta_016,1,1,0,0,7.317514,0.179108,6.852352,0.285822,6.665000,0.665000,5084,0,4096,2,0,0,2,17,20,2485,1
198,3,compositional_beta,beta_017,1,1,0,0,6.718342,0.191112,6.422876,0.104112,6.804000,0.000000,5084,0,4096,1,0,0,1,17,20,2516,1
199,3,compositional_beta,beta_018,1,1,0,0,21.580331,0.106111,7.948835,13.525124,10.972000,11.224000,5084,0,4096,3,0,0,1,17,20,2542,1
200,3,compositional_beta,beta_019,1,1,0,0,7.373170,0.436211,5.946424,0.990303,3.539000,3.783000,5108,0,4096,1,0,0,1,17,20,2565,1
201,3,compositional_beta,beta_020,1,1,0,0,7.733516,0.202668,5.183929,2.346664,5.688000,0.000000,5108,0,4096,2,0,0,2,18,20,2569,1
202,3,compositional_beta,beta_021,1,1,0,0,6.982181,0.102051,6.782206,0.097680,7.024000,0.000000,5108,0,4096,1,0,0,1,18,20,2598,1
203,3,compositional_beta,beta_022,1,1,0,0,7.129883,0.102611,6.759096,0.267952,7.141000,0.000000,5108,0,4096,1,0,0,1,18,20,2616,1
204,3,compositional_beta,beta_023,1,1,0,0,3.537468,0.094575,3.156044,0.286613,0.526000,3.045000,5108,0,4096,1,0,0,2,18,19,2602,1
205,3,compositional_beta,beta_024,1,1,0,0,7.895334,0.105545,7.570193,0.219366,7.950000,0.000000,5108,0,4096,1,0,0,2,18,20,2628,1
206,3,compositional_beta,beta_025,1,1,0,0,20.175001,0.097893,6.781997,13.294872,14.227000,6.809000,5112,0,4096,1,0,0,1,18,20,2636,1
207,3,compositional_beta,beta_026,1,1,0,0,9.442170,0.474367,8.019066,0.948511,9.344000,0.000000,5128,0,4096,1,0,0,1,18,20,2641,1
208,3,compositional_beta,beta_027,1,1,0,0,8.739812,0.222449,6.169694,2.347432,6.671000,0.000000,5128,0,4096,3,0,0,1,18,20,2663,1
209,3,compositional_beta,beta_028,1,1,0,0,7.795819,0.156763,7.484309,0.154515,7.824000,0.000000,5128,0,4096,1,0,0,1,18,20,2677,1
210,3,compositional_beta,beta_029,1,1,0,0,7.551626,0.104243,7.103340,0.343830,7.489000,0.000000,5128,0,4096,1,0,0,1,18,20,2695,1
211,3,compositional_beta,beta_030,1,1,0,0,7.828694,0.103298,7.452228,0.272961,7.846000,0.000000,5132,0,4096,2,0,0,1,18,20,2711,1
212,3,compositional_beta,beta_031,1,1,0,0,8.504269,0.102877,8.322397,0.078780,8.542000,0.000000,5132,0,4096,1,0,0,1,18,20,2737,1
213,3,compositional_beta,beta_032,1,1,0,0,20.746760,0.239977,7.254439,13.252096,14.475000,7.084000,5132,0,4096,1,0,0,1,18,20,2745,1
214,3,compositional_beta,beta_033,1,1,0,0,9.771807,0.458174,8.566024,0.747403,6.359000,3.428000,5148,0,4096,1,0,0,1,18,20,2768,1
215,3,compositional_beta,beta_034,1,1,0,0,8.716301,0.228994,6.142169,2.344904,5.895000,0.765000,5148,0,8192,1,0,0,1,18,20,2772,1
216,3,compositional_beta,beta_035,1,1,0,0,8.818656,0.145796,8.559599,0.113035,8.856000,0.000000,5148,0,4096,1,0,0,1,18,20,2768,1
217,3,compositional_beta,beta_036,1,1,0,0,8.486215,0.103163,8.144266,0.238546,8.538000,0.000000,5148,0,4096,1,0,0,1,18,20,2786,1
218,3,compositional_beta,beta_037,1,1,0,0,3.862631,0.089660,3.542688,0.230077,3.879000,0.000000,5152,0,4096,1,0,0,1,18,20,2784,1
219,3,compositional_beta,beta_038,1,1,0,0,9.674233,0.100803,9.406618,0.166578,9.705000,0.000000,5152,0,4096,1,0,0,1,18,20,2792,1
220,3,compositional_beta,beta_039,1,1,0,0,25.548598,0.107947,12.050181,13.390234,16.045000,10.978000,5152,0,4096,3,0,0,1,18,20,2818,1
221,3,compositional_beta,beta_040,1,1,0,0,10.200934,0.542176,8.804915,0.853624,10.077000,0.188000,5172,0,4096,1,0,0,1,18,20,2841,1
222,3,compositional_beta,beta_041,1,1,0,0,9.829588,0.308020,6.884471,2.636748,6.854000,0.929000,5172,0,4096,1,0,0,1,18,20,2845,1
223,3,compositional_beta,beta_042,1,1,0,0,9.971636,0.205335,9.552199,0.213781,10.033000,0.000000,5172,0,4096,1,0,0,1,18,20,2859,1
224,3,compositional_beta,beta_043,1,1,0,0,9.596491,0.218360,8.849917,0.527972,9.513000,0.000000,5172,0,4096,1,0,0,1,18,20,2877,1
225,3,compositional_beta,beta_044,1,1,0,0,4.369996,0.158307,3.867912,0.343577,4.308000,0.079000,5176,0,4096,1,0,0,1,18,20,2875,1
226,3,compositional_beta,beta_045,1,1,0,0,8.948214,0.111209,8.705357,0.131330,9.038000,0.000000,5176,0,4096,1,0,0,1,18,20,2901,1
227,3,compositional_beta,beta_046,1,1,0,0,21.760372,0.108085,8.035092,13.616906,15.761000,7.085000,5176,0,4096,1,0,0,1,18,20,2909,1
228,3,compositional_beta,beta_047,1,1,0,0,10.525027,0.436315,9.179159,0.909309,10.571000,0.000000,5192,0,4096,1,0,0,1,18,20,2914,1
229,3,compositional_beta,beta_048,1,1,0,0,10.647183,0.309019,7.982026,2.355884,8.423000,0.200000,5192,0,4096,3,0,0,1,18,20,2936,1
230,3,compositional_beta,beta_049,1,1,0,0,9.193694,0.156594,8.882353,0.154530,5.920000,3.319000,5192,0,4096,1,0,0,1,18,20,2950,1
231,3,compositional_beta,beta_050,1,1,0,0,13.104854,0.160965,12.631050,0.312611,13.128000,0.000000,5192,0,4096,2,0,0,1,18,20,2980,1
232,3,compositional_beta,beta_051,1,1,0,0,9.393898,0.104709,9.053266,0.235717,9.454000,0.000000,5192,0,4096,2,0,0,1,18,20,2996,1
233,3,compositional_beta,beta_052,1,1,0,0,9.754722,0.102685,9.568886,0.082929,9.770000,0.000000,5192,0,4096,1,0,0,1,18,20,3022,1
234,3,compositional_beta,beta_053,1,1,0,0,22.982166,0.100413,9.145331,13.736187,20.277000,3.901000,5192,0,4096,1,0,0,1,18,20,3030,1
235,3,compositional_beta,beta_054,1,1,0,0,13.034583,0.612910,11.459917,0.961518,13.128000,0.199000,5212,0,4096,1,0,0,1,18,20,3053,1
236,3,compositional_beta,beta_055,1,1,0,0,10.314829,0.308233,7.670951,2.335388,8.304000,0.000000,5212,0,4096,1,0,0,1,18,20,3057,1
237,3,compositional_beta,beta_056,1,1,0,0,10.837248,0.197200,10.518515,0.121318,10.852000,0.000000,5212,0,4096,1,0,0,1,18,20,3053,1
238,3,compositional_beta,beta_057,1,1,0,0,10.050204,0.105094,9.685775,0.259002,10.052000,0.000000,5212,0,4096,1,0,0,1,18,20,3071,1
239,3,compositional_beta,beta_058,1,1,0,0,4.609566,0.091864,4.273441,0.244019,4.626000,0.000000,5216,0,4096,1,0,0,1,18,20,3057,1
240,3,compositional_beta,beta_059,1,1,0,0,11.594042,0.113611,11.207974,0.272248,11.646000,0.000000,5216,0,4096,1,0,0,1,18,20,3065,1
241,3,compositional_beta,beta_060,1,1,0,0,29.895585,0.207249,15.503018,14.184883,14.499000,15.852000,5216,0,4096,3,0,0,1,18,20,3091,1
242,3,compositional_beta,beta_061,1,1,0,0,14.134830,0.769772,12.277600,1.086926,14.133000,0.000000,5232,0,4096,1,0,0,1,18,20,3114,1
243,3,compositional_beta,beta_062,1,1,0,0,11.874081,0.274492,9.210170,2.389183,9.891000,0.000000,5232,0,4096,1,0,0,1,18,20,3118,1
244,3,compositional_beta,beta_063,1,1,0,0,12.704764,0.197895,12.330959,0.175691,12.780000,0.000000,5232,0,4096,1,0,0,1,18,20,3132,1
245,3,compositional_beta,beta_064,1,1,0,0,11.833470,0.116010,11.326760,0.390483,11.836000,0.000000,5232,0,4096,1,0,0,1,18,20,3150,1
246,3,compositional_beta,beta_065,1,1,0,0,5.111506,0.179039,4.621901,0.310343,5.146000,0.000000,5236,0,4096,1,0,0,1,18,20,3148,1
247,3,compositional_beta,beta_066,1,1,0,0,12.092518,0.116361,11.718120,0.257824,12.149000,0.000000,5236,0,4096,1,0,0,1,18,20,3174,1
248,3,compositional_beta,beta_067,1,1,0,0,24.616990,0.121573,10.897768,13.597139,13.646000,11.692000,5236,0,4096,1,0,0,1,18,20,3182,1
249,3,compositional_beta,beta_068,1,1,0,0,13.801795,0.547270,12.305652,0.948384,13.704000,0.110000,5256,0,4096,1,0,0,1,18,20,3187,1
250,3,compositional_beta,beta_069,1,1,0,0,12.988319,0.292291,10.260099,2.435241,10.610000,0.418000,5256,0,4096,3,0,0,2,19,20,3209,1
251,3,compositional_beta,beta_070,1,1,0,0,14.368767,0.193322,14.006713,0.168232,14.476000,0.000000,5256,0,4096,1,0,0,1,19,20,3262,1
252,3,compositional_beta,beta_071,1,1,0,0,13.043965,0.130102,12.546537,0.366936,13.114000,0.000000,5256,0,4096,1,0,0,1,19,20,3280,1
253,3,compositional_beta,beta_072,1,1,0,0,14.258126,0.122190,13.826379,0.309330,14.336000,0.000000,5260,0,4096,2,0,0,2,20,20,3296,1
254,3,compositional_beta,beta_073,1,1,0,0,15.287998,0.125937,15.026541,0.135290,15.349000,0.000000,5260,0,4096,1,0,0,1,20,20,3363,1
255,3,compositional_beta,beta_074,1,1,0,0,27.312108,0.178652,14.071711,13.061267,24.713000,3.620000,5260,0,4096,1,0,0,1,20,20,3371,1
256,3,compositional_beta,beta_075,1,1,0,0,14.944506,0.556561,13.435555,0.951871,15.006000,0.000000,5280,0,4096,1,0,0,1,20,20,3394,1
257,3,compositional_beta,beta_076,1,1,0,0,13.610758,0.263999,10.884564,2.461866,8.254000,3.356000,5280,0,4096,1,0,0,1,20,20,3398,1
258,3,compositional_beta,beta_077,1,1,0,0,14.516066,0.173248,14.191259,0.151069,14.314000,0.305000,5280,0,4096,1,0,0,1,20,20,3394,1
259,3,compositional_beta,beta_078,1,1,0,0,14.338588,0.188484,13.729172,0.420283,14.404000,0.000000,5284,0,4096,1,0,0,1,20,20,3412,1
260,3,compositional_beta,beta_079,1,1,0,0,6.121343,0.107983,5.753981,0.258905,6.160000,0.000000,5284,0,8192,1,0,0,1,20,20,3410,1
261,3,compositional_beta,beta_080,1,1,0,0,15.232986,0.123493,14.983031,0.125964,15.298000,0.000000,5284,0,4096,1,0,0,1,20,20,3418,1
262,3,compositional_beta,beta_081,1,1,0,0,37.751278,0.155199,21.050137,16.545192,31.079000,8.555000,5288,0,4096,3,0,0,2,21,20,3444,1
263,3,compositional_beta,beta_082,1,1,0,0,17.603037,0.464710,16.221901,0.916201,13.908000,3.812000,5304,0,4096,1,0,0,1,21,20,3507,1
264,3,compositional_beta,beta_083,1,1,0,0,15.949638,0.294054,13.181181,2.474181,13.735000,0.279000,5304,0,4096,1,0,0,1,21,20,3511,1
265,3,compositional_beta,beta_084,1,1,0,0,16.007875,0.219108,15.581126,0.207429,16.070000,0.000000,5304,0,4096,1,0,0,1,21,20,3525,1
266,3,compositional_beta,beta_085,1,1,0,0,22.159885,0.214902,21.530803,0.413947,22.241000,0.000000,5304,0,4096,2,0,0,1,21,20,3555,1
267,3,compositional_beta,beta_086,1,1,0,0,6.876848,0.163544,6.401303,0.311647,6.779000,0.139000,5308,0,4096,1,0,0,1,21,20,3553,1
268,3,compositional_beta,beta_087,1,1,0,0,16.992972,0.132793,16.677447,0.182514,13.470000,3.613000,5308,0,4096,1,0,0,1,21,20,3579,1
269,3,compositional_beta,beta_088,1,1,0,0,29.477005,0.180918,14.945038,14.350535,23.140000,7.327000,5308,0,4096,1,0,0,1,21,20,3587,1
270,3,compositional_beta,beta_089,1,1,0,0,21.161623,0.573284,19.461223,1.126882,20.858000,0.239000,5324,0,4096,1,0,0,1,21,20,3592,1
271,3,compositional_beta,beta_090,1,1,0,0,17.331893,0.376989,14.710225,2.244438,15.981000,0.058000,5324,0,4096,2,0,0,1,21,20,3614,1
272,3,compositional_beta,beta_091,1,1,0,0,20.088288,0.205260,19.722014,0.160770,20.117000,0.065000,5324,0,4096,1,0,0,1,21,20,3628,1
273,3,compositional_beta,beta_092,1,1,0,0,18.963243,0.201118,18.283219,0.478679,19.010000,0.000000,5324,0,4096,1,0,0,1,21,20,3646,1
274,3,compositional_beta,beta_093,1,1,0,0,24.402857,0.136063,23.980526,0.286043,24.164000,0.342000,5324,0,4096,1,0,0,1,21,20,3650,1
275,3,compositional_beta,beta_094,1,1,0,0,18.962299,0.138345,18.661191,0.162556,19.055000,0.000000,5324,0,4096,1,0,0,1,21,20,3676,1
276,3,compositional_beta,beta_095,1,1,0,0,33.204560,0.136900,18.379875,14.687377,26.169000,8.165000,5328,0,4096,1,0,0,1,21,20,3684,1
277,3,compositional_beta,beta_000,1,0,1,0,0.448911,0.137892,0.000446,0.310253,0.431000,0.064000,5328,0,4096,1,0,0,0,21,20,3686,1
278,3,compositional_beta,beta_001,1,0,1,0,0.911055,0.060974,0.000222,0.849059,0.000000,0.774000,5332,0,4096,1,0,0,0,21,20,3683,1
279,3,compositional_beta,beta_002,1,0,1,0,0.307272,0.058134,0.000306,0.248485,0.297000,0.045000,5332,0,4096,1,0,0,0,21,20,3656,1
280,3,compositional_beta,beta_003,1,0,1,0,0.250836,0.075140,0.000097,0.175360,0.247000,0.037000,5332,0,4096,1,0,0,0,21,20,3659,1
281,3,compositional_beta,beta_004,1,0,1,0,16.116696,0.130653,0.000746,15.984900,0.000000,14.523000,5332,0,4096,1,0,0,0,21,20,3652,1
282,3,compositional_beta,beta_005,1,0,1,0,0.968267,0.127234,0.000191,0.840649,0.877000,0.135000,5348,0,4096,1,0,0,0,21,20,3652,1
283,3,compositional_beta,beta_006,1,0,1,0,2.476465,0.060084,0.000238,2.415931,0.486000,0.076000,5348,0,4096,1,0,0,0,21,20,3666,1
284,3,compositional_beta,beta_007,1,0,1,0,0.298222,0.060341,0.000163,0.237526,0.288000,0.045000,5348,0,4096,1,0,0,0,21,20,3668,1
285,3,compositional_beta,beta_008,1,0,1,0,0.488730,0.110239,0.000096,0.378007,0.518000,0.000000,5348,0,4096,1,0,0,0,21,20,3673,1
286,3,compositional_beta,beta_009,1,0,1,0,0.249536,0.057407,0.000108,0.191737,0.279000,0.000000,5348,0,4096,1,0,0,0,21,20,3676,1
287,3,compositional_beta,beta_010,1,0,1,0,0.245616,0.085050,0.000087,0.160227,0.281000,0.000000,5348,0,4096,1,0,0,0,21,20,3689,1
288,3,compositional_beta,beta_011,1,0,1,0,12.617179,0.060960,0.000987,12.554813,6.120000,7.306000,5348,0,4096,1,0,0,0,21,20,3684,1
289,3,compositional_beta,beta_012,1,0,1,0,1.110667,0.117583,0.000205,0.992516,1.154000,0.000000,5352,0,4096,1,0,0,0,21,20,3694,1
290,3,compositional_beta,beta_013,1,0,1,0,2.503899,0.058198,0.000269,2.445147,0.000000,0.479000,5352,0,4096,1,0,0,0,21,20,3685,1
291,3,compositional_beta,beta_014,1,0,1,0,0.281786,0.058507,0.000158,0.222766,0.272000,0.042000,5352,0,4096,1,0,0,0,21,20,3668,1
292,3,compositional_beta,beta_015,1,0,1,0,0.610664,0.085430,0.000244,0.524611,0.446000,0.069000,5352,0,4096,1,0,0,0,21,20,3685,1
293,3,compositional_beta,beta_016,1,0,1,0,0.222497,0.056802,0.000102,0.165314,0.220000,0.034000,5352,0,4096,1,0,0,0,21,20,3670,1
294,3,compositional_beta,beta_017,1,0,1,0,0.349860,0.118809,0.000218,0.230547,0.335000,0.051000,5352,0,4096,1,0,0,0,21,20,3665,1
295,3,compositional_beta,beta_018,1,0,1,0,12.979796,0.055762,0.000921,12.922731,13.686000,0.380000,5352,0,4096,1,0,0,0,21,20,3678,1
296,3,compositional_beta,beta_019,1,0,1,0,0.998759,0.142916,0.000202,0.855288,1.037000,0.000000,5352,0,4096,1,0,0,0,21,20,3688,1
297,3,compositional_beta,beta_020,1,0,1,0,2.468423,0.059355,0.000260,2.408606,0.371000,0.056000,5352,0,4096,1,0,0,0,21,20,3679,1
298,3,compositional_beta,beta_021,1,0,1,0,0.259675,0.058927,0.000230,0.200264,0.283000,0.043000,5352,0,4096,1,0,0,0,21,20,3680,1
299,3,compositional_beta,beta_022,1,0,1,0,0.473704,0.057157,0.000162,0.416061,0.511000,0.000000,5352,0,4096,1,0,0,0,21,20,3685,1
300,3,compositional_beta,beta_023,1,0,1,0,0.224956,0.058465,0.000150,0.166087,0.257000,0.000000,5352,0,4096,1,0,0,0,21,20,3658,1
301,3,compositional_beta,beta_024,1,0,1,0,0.206446,0.057696,0.000094,0.148359,0.239000,0.000000,5352,0,4096,1,0,0,0,21,20,3671,1
302,3,compositional_beta,beta_025,1,0,1,0,13.101513,0.059101,0.000829,13.041195,9.948000,3.835000,5352,0,4096,1,0,0,0,21,20,3666,1
303,3,compositional_beta,beta_026,1,0,1,0,0.985590,0.130269,0.000241,0.854820,0.886000,0.135000,5352,0,4096,1,0,0,0,21,20,3658,1
304,3,compositional_beta,beta_027,1,0,1,0,2.495924,0.057908,0.000251,2.437359,0.391000,0.059000,5352,0,8192,1,0,0,0,21,20,3667,1
305,3,compositional_beta,beta_028,1,0,1,0,1.328461,0.061124,0.000201,1.266763,0.000000,1.365000,5352,0,4096,1,0,0,0,21,20,3668,1
306,3,compositional_beta,beta_029,1,0,1,0,0.428635,0.059760,0.000094,0.368426,0.400000,0.061000,5352,0,4096,1,0,0,0,21,20,3673,1
307,3,compositional_beta,beta_030,1,0,1,0,0.308561,0.106796,0.000150,0.201328,0.295000,0.045000,5352,0,4096,1,0,0,0,21,20,3676,1
308,3,compositional_beta,beta_031,1,0,1,0,0.200272,0.055780,0.000103,0.144126,0.197000,0.030000,5352,0,4096,1,0,0,0,21,20,3689,1
309,3,compositional_beta,beta_032,1,0,1,0,12.576233,0.055168,0.000824,12.519911,7.231000,6.127000,5352,0,4096,1,0,0,0,21,20,3684,1
310,3,compositional_beta,beta_033,1,0,1,0,0.956248,0.119797,0.000211,0.835883,0.825000,0.129000,5356,0,4096,1,0,0,0,21,20,3694,1
311,3,compositional_beta,beta_034,1,0,1,0,2.456592,0.056508,0.000259,2.399569,0.359000,0.056000,5356,0,4096,1,0,0,0,21,20,3685,1
312,3,compositional_beta,beta_035,1,0,1,0,0.217301,0.057305,0.000104,0.159605,0.227000,0.035000,5356,0,4096,1,0,0,0,21,20,3668,1
313,3,compositional_beta,beta_036,1,0,1,0,0.439240,0.082849,0.000093,0.356048,0.395000,0.061000,5356,0,4096,1,0,0,0,21,20,3673,1
314,3,compositional_beta,beta_037,1,0,1,0,0.216535,0.056316,0.000094,0.159877,0.214000,0.034000,5356,0,4096,1,0,0,0,21,20,3658,1
315,3,compositional_beta,beta_038,1,0,1,0,0.210248,0.058358,0.000173,0.151521,0.213000,0.034000,5356,0,4096,1,0,0,0,21,20,3653,1
316,3,compositional_beta,beta_039,1,0,1,0,12.476721,0.058430,0.000885,12.417025,9.528000,3.958000,5356,0,4096,1,0,0,0,21,20,3666,1
317,3,compositional_beta,beta_040,1,0,1,0,0.987811,0.103205,0.000266,0.883952,0.952000,0.000000,5356,0,4096,1,0,0,0,21,20,3676,1
318,3,compositional_beta,beta_041,1,0,1,0,2.373616,0.056288,0.000217,2.316787,0.504000,0.000000,5356,0,4096,1,0,0,0,21,20,3667,1
319,3,compositional_beta,beta_042,1,0,1,0,0.296291,0.089230,0.000165,0.206612,0.292000,0.037000,5356,0,4096,1,0,0,0,21,20,3668,1
320,3,compositional_beta,beta_043,1,0,1,0,0.497447,0.058234,0.000088,0.438933,0.449000,0.070000,5356,0,4096,1,0,0,0,21,20,3673,1
321,3,compositional_beta,beta_044,1,0,1,0,0.219011,0.056462,0.000285,0.161611,0.211000,0.033000,5356,0,4096,1,0,0,0,21,20,3658,1
322,3,compositional_beta,beta_045,1,0,1,0,0.254884,0.105053,0.000152,0.149424,0.241000,0.034000,5356,0,4096,1,0,0,0,21,20,3671,1
323,3,compositional_beta,beta_046,1,0,1,0,12.750313,0.057391,0.000899,12.691606,5.505000,8.110000,5356,0,4096,1,0,0,0,21,20,3666,1
324,3,compositional_beta,beta_047,1,0,1,0,0.946065,0.124571,0.000159,0.820980,0.829000,0.131000,5360,0,4096,1,0,0,0,21,20,3658,1
325,4,resilience_beta,daily_file,1,0,0,0,19.621416,0.605498,18.828441,0.187107,19.722000,0.000000,5360,0,4096,1,0,1,1,21,20,3652,1
326,4,resilience_beta,daily_http,1,0,0,0,19.704197,0.218972,18.612432,0.872380,19.615000,0.000000,5360,0,4096,1,0,1,1,21,20,3663,1
327,4,resilience_beta,daily_hash,1,0,0,0,30.857054,0.217136,17.835081,12.804559,24.329000,7.289000,5360,0,4096,1,0,1,1,21,20,3663,1
328,4,resilience_beta,daily_ipc,1,0,0,0,8.452711,0.529944,7.449708,0.472666,8.513000,0.000000,5360,0,4096,2,0,1,1,21,20,3662,1
329,4,resilience_beta,evict_0,1,1,0,0,26.517127,0.315509,13.435045,12.766327,19.990000,7.363000,5360,0,4096,2,0,0,1,21,20,3675,1
330,4,resilience_beta,evict_1,1,1,0,0,20.478014,0.504392,19.842816,0.130583,20.591000,0.000000,5360,0,4096,1,0,0,2,21,19,3686,1
331,4,resilience_beta,evict_2,1,1,0,0,11.053306,0.230891,10.297248,0.524831,10.747000,0.396000,5360,0,4096,1,0,0,4,21,18,3696,1
332,4,resilience_beta,evict_3,1,1,0,0,19.678810,0.188742,18.949637,0.540198,15.612000,4.014000,5360,0,4096,1,0,0,2,21,19,3704,1
333,4,resilience_beta,evict_4,1,1,0,0,17.282391,0.194500,14.866780,2.220813,15.480000,0.000000,5360,0,4096,1,0,0,2,21,20,3712,1
334,4,resilience_beta,evict_5,1,1,0,0,10.063988,0.228207,8.869615,0.965867,9.959000,0.087000,5364,0,4096,1,0,0,1,21,20,3718,1
335,4,resilience_beta,evict_6,1,1,0,0,31.485654,0.118113,17.509737,13.857516,20.742000,11.817000,5364,0,4096,1,0,0,1,21,20,3727,1
336,4,resilience_beta,evict_7,1,1,0,0,9.019447,0.469449,7.956148,0.593638,8.942000,0.000000,5364,0,4096,1,0,0,1,21,20,3737,1
337,4,resilience_beta,evict_8,1,1,0,0,8.188472,0.195545,7.745268,0.247446,8.247000,0.000000,5372,0,4096,1,0,0,3,21,18,3747,1
338,4,resilience_beta,evict_9,1,1,0,0,18.266168,0.239623,15.640634,2.385602,16.283000,0.000000,5372,0,4096,1,0,0,3,21,18,3764,1
339,4,resilience_beta,evict_10,1,1,0,0,18.289335,0.191987,17.964945,0.132175,18.384000,0.000000,5372,0,4096,1,0,0,2,21,19,3781,1
340,4,resilience_beta,evict_11,1,1,0,0,19.093332,0.126031,18.029489,0.937595,15.325000,3.837000,5396,0,4096,1,0,0,2,21,20,3798,1
341,4,resilience_beta,evict_12,1,1,0,0,27.011239,0.112050,13.249942,13.649011,20.041000,7.999000,5396,0,4096,2,0,0,2,22,20,3805,1
342,4,resilience_beta,evict_13,1,1,0,0,20.563941,0.541375,19.867643,0.154623,20.686000,0.000000,5396,0,4096,1,0,0,1,22,20,3839,1
343,4,resilience_beta,evict_14,1,1,0,0,10.016725,0.399467,8.867957,0.749073,10.036000,0.000000,5396,0,4096,1,0,0,1,22,20,3852,1
344,4,resilience_beta,evict_15,1,1,0,0,19.997102,0.232198,19.235075,0.529605,20.039000,0.000000,5400,0,4096,1,0,0,1,22,20,3868,1
345,4,resilience_beta,evict_16,1,1,0,0,17.489902,0.224182,14.941759,2.323749,15.587000,0.000000,5400,0,4096,1,0,0,1,22,20,3891,1
346,4,resilience_beta,evict_17,1,1,0,0,10.501689,0.218624,9.348934,0.933827,10.513000,0.000000,5404,0,4096,1,0,0,1,22,20,3902,1
347,4,resilience_beta,evict_18,1,1,0,0,32.430789,0.124820,18.277280,14.028415,14.190000,19.316000,5404,0,4096,1,0,0,1,22,20,3913,1
348,4,resilience_beta,evict_19,1,1,0,0,9.742661,0.401281,8.696515,0.644641,9.533000,0.169000,5404,0,4096,1,0,0,1,22,20,3921,1
